Stage,Lake Area (acres),Volume
3972.8,39314,3110000
3972.9,39332,3114000
3973.0,39350,3118000
3973.1,39366,3121800
3973.2,39382,3125600
3973.3,39398,3129400
3973.4,39414,3133200
3973.5,39430,3137000
3973.6,39448,3141000
3973.7,39466,3145000
3973.8,39484,3149000
3973.9,39502,3153000
3974.0,39520,3157000
3974.1,39540,3161000
3974.2,39560,3165000
3974.3,39580,3169000
3974.4,39600,3173000
3974.5,39620,3177000
3974.6,39644,3180800
3974.7,39668,3184600
3974.8,39692,3188400
3974.9,39716,3192200
3975.0,39740,3196000
3975.1,39764,3200000
3975.2,39788,3204000
3975.3,39812,3208000
3975.4,39836,3212000
3975.5,39860,3216000
3975.6,39878,3220000
3975.7,39896,3224000
3975.8,39914,3228000
3975.9,39932,3232000
3976.0,39950,3236000
3976.1,39966,3240000
3976.2,39982,3244000
3976.3,39998,3248000
3976.4,40014,3252000
3976.5,40030,3256000
3976.6,40046,3260000
3976.7,40062,3264000
3976.8,40078,3268000
3976.9,40094,3272000
3977.0,40110,3276000
3977.1,40132,3280000
3977.2,40154,3284000
3977.3,40176,3288000
3977.4,40198,3292000
3977.5,40220,3296000
3977.6,40242,3300200
3977.7,40264,3304400
3977.8,40286,3308600
3977.9,40308,3312800
3978.0,40330,3317000
3978.1,40354,3321000
3978.2,40378,3325000
3978.3,40402,3329000
3978.4,40426,3333000
3978.5,40450,3337000
3978.6,40472,3341000
3978.7,40494,3345000
3978.8,40516,3349000
3978.9,40538,3353000
3979.0,40560,3357000
3979.1,40580,3361000
3979.2,40600,3365000
3979.3,40620,3369000
3979.4,40640,3373000
3979.5,40660,3377000
3979.6,40682,3381200
3979.7,40704,3385400
3979.8,40726,3389600
3979.9,40748,3393800
3980.0,40770,3398000
3980.1,40794,3402000
3980.2,40818,3406000
3980.3,40842,3410000
3980.4,40866,3414000
3980.5,40890,3418000
3980.6,40916,3422200
3980.7,40942,3426400
3980.8,40968,3430600
3980.9,40994,3434800
3981.0,41020,3439000
3981.1,41042,3443000
3981.2,41064,3447000
3981.3,41086,3451000
3981.4,41108,3455000
3981.5,41130,3459000
3981.6,41150,3463200
3981.7,41170,3467400
3981.8,41190,3471600
3981.9,41210,3475800
3982.0,41230,3480000
3982.1,41252,3484000
3982.2,41274,3488000
3982.3,41296,3492000
3982.4,41318,3496000
3982.5,41340,3500000
3982.6,41360,3504200
3982.7,41380,3508400
3982.8,41400,3512600
3982.9,41420,3516800
3983.0,41440,3521000
3983.1,41460,3525200
3983.2,41480,3529400
3983.3,41500,3533600
3983.4,41520,3537800
3983.5,41540,3542000
3983.6,41562,3546200
3983.7,41584,3550400
3983.8,41606,3554600
3983.9,41628,3558800
3984.0,41650,3563000
3984.1,41676,3567200
3984.2,41702,3571400
3984.3,41728,3575600
3984.4,41754,3579800
3984.5,41780,3584000
3984.6,41804,3588000
3984.7,41828,3592000
3984.8,41852,3596000
3984.9,41876,3600000
3985.0,41900,3604000
3985.1,41924,3608200
3985.2,41948,3612400
3985.3,41972,3616600
3985.4,41996,3620800
3985.5,42020,3625000
3985.6,42042,3629200
3985.7,42064,3633400
3985.8,42086,3637600
3985.9,42108,3641800
3986.0,42130,3646000
3986.1,42150,3650400
3986.2,42170,3654800
3986.3,42190,3659200
3986.4,42210,3663600
3986.5,42230,3668000
3986.6,42252,3672200
3986.7,42274,3676400
3986.8,42296,3680600
3986.9,42318,3684800
3987.0,42340,3689000
3987.1,42362,3693200
3987.2,42384,3697400
3987.3,42406,3701600
3987.4,42428,3705800
3987.5,42450,3710000
3987.6,42472,3714200
3987.7,42494,3718400
3987.8,42516,3722600
3987.9,42538,3726800
3988.0,42560,3731000
3988.1,42584,3735200
3988.2,42608,3739400
3988.3,42632,3743600
3988.4,42656,3747800
3988.5,42680,3752000
3988.6,42702,3756400
3988.7,42724,3760800
3988.8,42746,3765200
3988.9,42768,3769600
3989.0,42790,3774000
3989.1,42814,3778200
3989.2,42838,3782400
3989.3,42862,3786600
3989.4,42886,3790800
3989.5,42910,3795000
3989.6,42934,3799400
3989.7,42958,3803800
3989.8,42982,3808200
3989.9,43006,3812600
3990.0,43030,3817000
3990.1,43056,3821200
3990.2,43082,3825400
3990.3,43108,3829600
3990.4,43134,3833800
3990.5,43160,3838000
3990.6,43184,3842400
3990.7,43208,3846800
3990.8,43232,3851200
3990.9,43256,3855600
3991.0,43280,3860000
3991.1,43308,3864400
3991.2,43336,3868800
3991.3,43364,3873200
3991.4,43392,3877600
3991.5,43420,3882000
3991.6,43448,3886200
3991.7,43476,3890400
3991.8,43504,3894600
3991.9,43532,3898800
3992.0,43560,3903000
3992.1,43588,3907400
3992.2,43616,3911800
3992.3,43644,3916200
3992.4,43672,3920600
3992.5,43700,3925000
3992.6,43728,3929400
3992.7,43756,3933800
3992.8,43784,3938200
3992.9,43812,3942600
3993.0,43840,3947000
3993.1,43866,3951400
3993.2,43892,3955800
3993.3,43918,3960200
3993.4,43944,3964600
3993.5,43970,3969000
3993.6,43994,3973400
3993.7,44018,3977800
3993.8,44042,3982200
3993.9,44066,3986600
3994.0,44090,3991000
3994.1,44116,3995400
3994.2,44142,3999800
3994.3,44168,4004200
3994.4,44194,4008600
3994.5,44220,4013000
3994.6,44248,4017400
3994.7,44276,4021800
3994.8,44304,4026200
3994.9,44332,4030600
3995.0,44360,4035000
3995.1,44386,4039400
3995.2,44412,4043800
3995.3,44438,4048200
3995.4,44464,4052600
3995.5,44490,4057000
3995.6,44512,4061600
3995.7,44534,4066200
3995.8,44556,4070800
3995.9,44578,4075400
3996.0,44600,4080000
3996.1,44624,4084400
3996.2,44648,4088800
3996.3,44672,4093200
3996.4,44696,4097600
3996.5,44720,4102000
3996.6,44746,4106400
3996.7,44772,4110800
3996.8,44798,4115200
3996.9,44824,4119600
3997.0,44850,4124000
3997.1,44880,4128600
3997.2,44910,4133200
3997.3,44940,4137800
3997.4,44970,4142400
3997.5,45000,4147000
3997.6,45028,4151400
3997.7,45056,4155800
3997.8,45084,4160200
3997.9,45112,4164600
3998.0,45140,4169000
3998.1,45168,4173600
3998.2,45196,4178200
3998.3,45224,4182800
3998.4,45252,4187400
3998.5,45280,4192000
3998.6,45310,4196600
3998.7,45340,4201200
3998.8,45370,4205800
3998.9,45400,4210400
3999.0,45430,4215000
3999.1,45462,4219400
3999.2,45494,4223800
3999.3,45526,4228200
3999.4,45558,4232600
3999.5,45590,4237000
3999.6,45620,4241600
3999.7,45650,4246200
3999.8,45680,4250800
3999.9,45710,4255400
4000.0,45740,4260000
4000.1,45768,4264600
4000.2,45796,4269200
4000.3,45824,4273800
4000.4,45852,4278400
4000.5,45880,4283000
4000.6,45908,4287600
4000.7,45936,4292200
4000.8,45964,4296800
4000.9,45992,4301400
4001.0,46020,4306000
4001.1,46044,4310600
4001.2,46068,4315200
4001.3,46092,4319800
4001.4,46116,4324400
4001.5,46140,4329000
4001.6,46168,4333600
4001.7,46196,4338200
4001.8,46224,4342800
4001.9,46252,4347400
4002.0,46280,4352000
4002.1,46308,4356800
4002.2,46336,4361600
4002.3,46364,4366400
4002.4,46392,4371200
4002.5,46420,4376000
4002.6,46450,4380600
4002.7,46480,4385200
4002.8,46510,4389800
4002.9,46540,4394400
4003.0,46570,4399000
4003.1,46600,4403600
4003.2,46630,4408200
4003.3,46660,4412800
4003.4,46690,4417400
4003.5,46720,4422000
4003.6,46752,4426600
4003.7,46784,4431200
4003.8,46816,4435800
4003.9,46848,4440400
4004.0,46880,4445000
4004.1,46912,4449800
4004.2,46944,4454600
4004.3,46976,4459400
4004.4,47008,4464200
4004.5,47040,4469000
4004.6,47072,4473600
4004.7,47104,4478200
4004.8,47136,4482800
4004.9,47168,4487400
4005.0,47200,4492000
4005.1,47232,4496800
4005.2,47264,4501600
4005.3,47296,4506400
4005.4,47328,4511200
4005.5,47360,4516000
4005.6,47390,4520800
4005.7,47420,4525600
4005.8,47450,4530400
4005.9,47480,4535200
4006.0,47510,4540000
4006.1,47542,4544800
4006.2,47574,4549600
4006.3,47606,4554400
4006.4,47638,4559200
4006.5,47670,4564000
4006.6,47704,4568800
4006.7,47738,4573600
4006.8,47772,4578400
4006.9,47806,4583200
4007.0,47840,4588000
4007.1,47872,4592800
4007.2,47904,4597600
4007.3,47936,4602400
4007.4,47968,4607200
4007.5,48000,4612000
4007.6,48030,4616800
4007.7,48060,4621600
4007.8,48090,4626400
4007.9,48120,4631200
4008.0,48150,4636000
4008.1,48182,4640800
4008.2,48214,4645600
4008.3,48246,4650400
4008.4,48278,4655200
4008.5,48310,4660000
4008.6,48342,4664800
4008.7,48374,4669600
4008.8,48406,4674400
4008.9,48438,4679200
4009.0,48470,4684000
4009.1,48498,4688800
4009.2,48526,4693600
4009.3,48554,4698400
4009.4,48582,4703200
4009.5,48610,4708000
4009.6,48640,4712800
4009.7,48670,4717600
4009.8,48700,4722400
4009.9,48730,4727200
4010.0,48760,4732000
4010.1,48788,4737000
4010.2,48816,4742000
4010.3,48844,4747000
4010.4,48872,4752000
4010.5,48900,4757000
4010.6,48928,4761800
4010.7,48956,4766600
4010.8,48984,4771400
4010.9,49012,4776200
4011.0,49040,4781000
4011.1,49068,4786000
4011.2,49096,4791000
4011.3,49124,4796000
4011.4,49152,4801000
4011.5,49180,4806000
4011.6,49210,4810800
4011.7,49240,4815600
4011.8,49270,4820400
4011.9,49300,4825200
4012.0,49330,4830000
4012.1,49362,4835000
4012.2,49394,4840000
4012.3,49426,4845000
4012.4,49458,4850000
4012.5,49490,4855000
4012.6,49524,4860000
4012.7,49558,4865000
4012.8,49592,4870000
4012.9,49626,4875000
4013.0,49660,4880000
4013.1,49694,4885000
4013.2,49728,4890000
4013.3,49762,4895000
4013.4,49796,4900000
4013.5,49830,4905000
4013.6,49864,4910000
4013.7,49898,4915000
4013.8,49932,4920000
4013.9,49966,4925000
4014.0,50000,4930000
4014.1,50032,4935000
4014.2,50064,4940000
4014.3,50096,4945000
4014.4,50128,4950000
4014.5,50160,4955000
4014.6,50188,4960000
4014.7,50216,4965000
4014.8,50244,4970000
4014.9,50272,4975000
4015.0,50300,4980000
4015.1,50328,4985000
4015.2,50356,4990000
4015.3,50384,4995000
4015.4,50412,5000000
4015.5,50440,5005000
4015.6,50466,5010000
4015.7,50492,5015000
4015.8,50518,5020000
4015.9,50544,5025000
4016.0,50570,5030000
4016.1,50598,5035200
4016.2,50626,5040400
4016.3,50654,5045600
4016.4,50682,5050800
4016.5,50710,5056000
4016.6,50740,5061000
4016.7,50770,5066000
4016.8,50800,5071000
4016.9,50830,5076000
4017.0,50860,5081000
4017.1,50894,5086200
4017.2,50928,5091400
4017.3,50962,5096600
4017.4,50996,5101800
4017.5,51030,5107000
4017.6,51062,5112000
4017.7,51094,5117000
4017.8,51126,5122000
4017.9,51158,5127000
4018.0,51190,5132000
4018.1,51218,5137200
4018.2,51246,5142400
4018.3,51274,5147600
4018.4,51302,5152800
4018.5,51330,5158000
4018.6,51356,5163200
4018.7,51382,5168400
4018.8,51408,5173600
4018.9,51434,5178800
4019.0,51460,5184000
4019.1,51486,5189000
4019.2,51512,5194000
4019.3,51538,5199000
4019.4,51564,5204000
4019.5,51590,5209000
4019.6,51616,5214200
4019.7,51642,5219400
4019.8,51668,5224600
4019.9,51694,5229800
4020.0,51720,5235000
4020.1,51748,5240200
4020.2,51776,5245400
4020.3,51804,5250600
4020.4,51832,5255800
4020.5,51860,5261000
4020.6,51886,5266200
4020.7,51912,5271400
4020.8,51938,5276600
4020.9,51964,5281800
4021.0,51990,5287000
4021.1,52014,5292200
4021.2,52038,5297400
4021.3,52062,5302600
4021.4,52086,5307800
4021.5,52110,5313000
4021.6,52136,5318200
4021.7,52162,5323400
4021.8,52188,5328600
4021.9,52214,5333800
4022.0,52240,5339000
4022.1,52264,5344200
4022.2,52288,5349400
4022.3,52312,5354600
4022.4,52336,5359800
4022.5,52360,5365000
4022.6,52388,5370200
4022.7,52416,5375400
4022.8,52444,5380600
4022.9,52472,5385800
4023.0,52500,5391000
4023.1,52528,5396400
4023.2,52556,5401800
4023.3,52584,5407200
4023.4,52612,5412600
4023.5,52640,5418000
4023.6,52672,5423200
4023.7,52704,5428400
4023.8,52736,5433600
4023.9,52768,5438800
4024.0,52800,5444000
4024.1,52832,5449200
4024.2,52864,5454400
4024.3,52896,5459600
4024.4,52928,5464800
4024.5,52960,5470000
4024.6,52988,5475400
4024.7,53016,5480800
4024.8,53044,5486200
4024.9,53072,5491600
4025.0,53100,5497000
4025.1,53128,5502400
4025.2,53156,5507800
4025.3,53184,5513200
4025.4,53212,5518600
4025.5,53240,5524000
4025.6,53268,5529200
4025.7,53296,5534400
4025.8,53324,5539600
4025.9,53352,5544800
4026.0,53380,5550000
4026.1,53410,5555400
4026.2,53440,5560800
4026.3,53470,5566200
4026.4,53500,5571600
4026.5,53530,5577000
4026.6,53560,5582400
4026.7,53590,5587800
4026.8,53620,5593200
4026.9,53650,5598600
4027.0,53680,5604000
4027.1,53708,5609400
4027.2,53736,5614800
4027.3,53764,5620200
4027.4,53792,5625600
4027.5,53820,5631000
4027.6,53850,5636400
4027.7,53880,5641800
4027.8,53910,5647200
4027.9,53940,5652600
4028.0,53970,5658000
4028.1,53998,5663400
4028.2,54026,5668800
4028.3,54054,5674200
4028.4,54082,5679600
4028.5,54110,5685000
4028.6,54136,5690400
4028.7,54162,5695800
4028.8,54188,5701200
4028.9,54214,5706600
4029.0,54240,5712000
4029.1,54268,5717400
4029.2,54296,5722800
4029.3,54324,5728200
4029.4,54352,5733600
4029.5,54380,5739000
4029.6,54410,5744400
4029.7,54440,5749800
4029.8,54470,5755200
4029.9,54500,5760600
4030.0,54530,5766000
4030.1,54562,5771400
4030.2,54594,5776800
4030.3,54626,5782200
4030.4,54658,5787600
4030.5,54690,5793000
4030.6,54720,5798600
4030.7,54750,5804200
4030.8,54780,5809800
4030.9,54810,5815400
4031.0,54840,5821000
4031.1,54868,5826400
4031.2,54896,5831800
4031.3,54924,5837200
4031.4,54952,5842600
4031.5,54980,5848000
4031.6,55010,5853600
4031.7,55040,5859200
4031.8,55070,5864800
4031.9,55100,5870400
4032.0,55130,5876000
4032.1,55160,5881400
4032.2,55190,5886800
4032.3,55220,5892200
4032.4,55250,5897600
4032.5,55280,5903000
4032.6,55310,5908600
4032.7,55340,5914200
4032.8,55370,5919800
4032.9,55400,5925400
4033.0,55430,5931000
4033.1,55462,5936600
4033.2,55494,5942200
4033.3,55526,5947800
4033.4,55558,5953400
4033.5,55590,5959000
4033.6,55622,5964600
4033.7,55654,5970200
4033.8,55686,5975800
4033.9,55718,5981400
4034.0,55750,5987000
4034.1,55780,5992400
4034.2,55810,5997800
4034.3,55840,6003200
4034.4,55870,6008600
4034.5,55900,6014000
4034.6,55926,6019600
4034.7,55952,6025200
4034.8,55978,6030800
4034.9,56004,6036400
4035.0,56030,6042000
4035.1,56056,6047800
4035.2,56082,6053600
4035.3,56108,6059400
4035.4,56134,6065200
4035.5,56160,6071000
4035.6,56186,6076600
4035.7,56212,6082200
4035.8,56238,6087800
4035.9,56264,6093400
4036.0,56290,6099000
4036.1,56318,6104600
4036.2,56346,6110200
4036.3,56374,6115800
4036.4,56402,6121400
4036.5,56430,6127000
4036.6,56458,6132600
4036.7,56486,6138200
4036.8,56514,6143800
4036.9,56542,6149400
4037.0,56570,6155000
4037.1,56600,6160600
4037.2,56630,6166200
4037.3,56660,6171800
4037.4,56690,6177400
4037.5,56720,6183000
4037.6,56746,6188800
4037.7,56772,6194600
4037.8,56798,6200400
4037.9,56824,6206200
4038.0,56850,6212000
4038.1,56878,6217600
4038.2,56906,6223200
4038.3,56934,6228800
4038.4,56962,6234400
4038.5,56990,6240000
4038.6,57016,6245800
4038.7,57042,6251600
4038.8,57068,6257400
4038.9,57094,6263200
4039.0,57120,6269000
4039.1,57148,6274600
4039.2,57176,6280200
4039.3,57204,6285800
4039.4,57232,6291400
4039.5,57260,6297000
4039.6,57286,6302800
4039.7,57312,6308600
4039.8,57338,6314400
4039.9,57364,6320200
4040.0,57390,6326000
4040.1,57412,6331800
4040.2,57434,6337600
4040.3,57456,6343400
4040.4,57478,6349200
4040.5,57500,6355000
4040.6,57524,6360800
4040.7,57548,6366600
4040.8,57572,6372400
4040.9,57596,6378200
4041.0,57620,6384000
4041.1,57644,6389600
4041.2,57668,6395200
4041.3,57692,6400800
4041.4,57716,6406400
4041.5,57740,6412000
4041.6,57762,6417800
4041.7,57784,6423600
4041.8,57806,6429400
4041.9,57828,6435200
4042.0,57850,6441000
4042.1,57874,6446800
4042.2,57898,6452600
4042.3,57922,6458400
4042.4,57946,6464200
4042.5,57970,6470000
4042.6,57996,6475800
4042.7,58022,6481600
4042.8,58048,6487400
4042.9,58074,6493200
4043.0,58100,6499000
4043.1,58126,6504800
4043.2,58152,6510600
4043.3,58178,6516400
4043.4,58204,6522200
4043.5,58230,6528000
4043.6,58258,6534000
4043.7,58286,6540000
4043.8,58314,6546000
4043.9,58342,6552000
4044.0,58370,6558000
4044.1,58396,6563800
4044.2,58422,6569600
4044.3,58448,6575400
4044.4,58474,6581200
4044.5,58500,6587000
4044.6,58528,6592800
4044.7,58556,6598600
4044.8,58584,6604400
4044.9,58612,6610200
4045.0,58640,6616000
4045.1,58666,6621800
4045.2,58692,6627600
4045.3,58718,6633400
4045.4,58744,6639200
4045.5,58770,6645000
4045.6,58796,6651000
4045.7,58822,6657000
4045.8,58848,6663000
4045.9,58874,6669000
4046.0,58900,6675000
4046.1,58928,6680800
4046.2,58956,6686600
4046.3,58984,6692400
4046.4,59012,6698200
4046.5,59040,6704000
4046.6,59068,6710000
4046.7,59096,6716000
4046.8,59124,6722000
4046.9,59152,6728000
4047.0,59180,6734000
4047.1,59206,6740000
4047.2,59232,6746000
4047.3,59258,6752000
4047.4,59284,6758000
4047.5,59310,6764000
4047.6,59336,6769800
4047.7,59362,6775600
4047.8,59388,6781400
4047.9,59414,6787200
4048.0,59440,6793000
4048.1,59464,6799000
4048.2,59488,6805000
4048.3,59512,6811000
4048.4,59536,6817000
4048.5,59560,6823000
4048.6,59586,6829000
4048.7,59612,6835000
4048.8,59638,6841000
4048.9,59664,6847000
4049.0,59690,6853000
4049.1,59716,6859000
4049.2,59742,6865000
4049.3,59768,6871000
4049.4,59794,6877000
4049.5,59820,6883000
4049.6,59846,6888800
4049.7,59872,6894600
4049.8,59898,6900400
4049.9,59924,6906200
4050.0,59950,6912000
4050.1,59976,6918000
4050.2,60002,6924000
4050.3,60028,6930000
4050.4,60054,6936000
4050.5,60080,6942000
4050.6,60106,6948200
4050.7,60132,6954400
4050.8,60158,6960600
4050.9,60184,6966800
4051.0,60210,6973000
4051.1,60238,6979000
4051.2,60266,6985000
4051.3,60294,6991000
4051.4,60322,6997000
4051.5,60350,7003000
4051.6,60378,7009000
4051.7,60406,7015000
4051.8,60434,7021000
4051.9,60462,7027000
4052.0,60490,7033000
4052.1,60518,7039000
4052.2,60546,7045000
4052.3,60574,7051000
4052.4,60602,7057000
4052.5,60630,7063000
4052.6,60658,7069200
4052.7,60686,7075400
4052.8,60714,7081600
4052.9,60742,7087800
4053.0,60770,7094000
4053.1,60798,7100000
4053.2,60826,7106000
4053.3,60854,7112000
4053.4,60882,7118000
4053.5,60910,7124000
4053.6,60936,7130000
4053.7,60962,7136000
4053.8,60988,7142000
4053.9,61014,7148000
4054.0,61040,7154000
4054.1,61068,7160200
4054.2,61096,7166400
4054.3,61124,7172600
4054.4,61152,7178800
4054.5,61180,7185000
4054.6,61204,7191200
4054.7,61228,7197400
4054.8,61252,7203600
4054.9,61276,7209800
4055.0,61300,7216000
4055.1,61328,7222000
4055.2,61356,7228000
4055.3,61384,7234000
4055.4,61412,7240000
4055.5,61440,7246000
4055.6,61466,7252200
4055.7,61492,7258400
4055.8,61518,7264600
4055.9,61544,7270800
4056.0,61570,7277000
4056.1,61596,7283200
4056.2,61622,7289400
4056.3,61648,7295600
4056.4,61674,7301800
4056.5,61700,7308000
4056.6,61726,7314200
4056.7,61752,7320400
4056.8,61778,7326600
4056.9,61804,7332800
4057.0,61830,7339000
4057.1,61854,7345200
4057.2,61878,7351400
4057.3,61902,7357600
4057.4,61926,7363800
4057.5,61950,7370000
4057.6,61972,7376200
4057.7,61994,7382400
4057.8,62016,7388600
4057.9,62038,7394800
4058.0,62060,7401000
4058.1,62084,7407200
4058.2,62108,7413400
4058.3,62132,7419600
4058.4,62156,7425800
4058.5,62180,7432000
4058.6,62202,7438200
4058.7,62224,7444400
4058.8,62246,7450600
4058.9,62268,7456800
4059.0,62290,7463000
4059.1,62312,7469200
4059.2,62334,7475400
4059.3,62356,7481600
4059.4,62378,7487800
4059.5,62400,7494000
4059.6,62426,7500200
4059.7,62452,7506400
4059.8,62478,7512600
4059.9,62504,7518800
4060.0,62530,7525000
4060.1,62558,7531400
4060.2,62586,7537800
4060.3,62614,7544200
4060.4,62642,7550600
4060.5,62670,7557000
4060.6,62700,7563200
4060.7,62730,7569400
4060.8,62760,7575600
4060.9,62790,7581800
4061.0,62820,7588000
4061.1,62852,7594400
4061.2,62884,7600800
4061.3,62916,7607200
4061.4,62948,7613600
4061.5,62980,7620000
4061.6,63012,7626200
4061.7,63044,7632400
4061.8,63076,7638600
4061.9,63108,7644800
4062.0,63140,7651000
4062.1,63172,7657400
4062.2,63204,7663800
4062.3,63236,7670200
4062.4,63268,7676600
4062.5,63300,7683000
4062.6,63330,7689200
4062.7,63360,7695400
4062.8,63390,7701600
4062.9,63420,7707800
4063.0,63450,7714000
4063.1,63480,7720400
4063.2,63510,7726800
4063.3,63540,7733200
4063.4,63570,7739600
4063.5,63600,7746000
4063.6,63632,7752400
4063.7,63664,7758800
4063.8,63696,7765200
4063.9,63728,7771600
4064.0,63760,7778000
4064.1,63792,7784400
4064.2,63824,7790800
4064.3,63856,7797200
4064.4,63888,7803600
4064.5,63920,7810000
4064.6,63952,7816400
4064.7,63984,7822800
4064.8,64016,7829200
4064.9,64048,7835600
4065.0,64080,7842000
4065.1,64112,7848400
4065.2,64144,7854800
4065.3,64176,7861200
4065.4,64208,7867600
4065.5,64240,7874000
4065.6,64272,7880400
4065.7,64304,7886800
4065.8,64336,7893200
4065.9,64368,7899600
4066.0,64400,7906000
4066.1,64430,7912400
4066.2,64460,7918800
4066.3,64490,7925200
4066.4,64520,7931600
4066.5,64550,7938000
4066.6,64580,7944600
4066.7,64610,7951200
4066.8,64640,7957800
4066.9,64670,7964400
4067.0,64700,7971000
4067.1,64732,7977400
4067.2,64764,7983800
4067.3,64796,7990200
4067.4,64828,7996600
4067.5,64860,8003000
4067.6,64894,8009600
4067.7,64928,8016200
4067.8,64962,8022800
4067.9,64996,8029400
4068.0,65030,8036000
4068.1,65062,8042400
4068.2,65094,8048800
4068.3,65126,8055200
4068.4,65158,8061600
4068.5,65190,8068000
4068.6,65222,8074600
4068.7,65254,8081200
4068.8,65286,8087800
4068.9,65318,8094400
4069.0,65350,8101000
4069.1,65382,8107400
4069.2,65414,8113800
4069.3,65446,8120200
4069.4,65478,8126600
4069.5,65510,8133000
4069.6,65540,8139600
4069.7,65570,8146200
4069.8,65600,8152800
4069.9,65630,8159400
4070.0,65660,8166000
4070.1,65692,8172600
4070.2,65724,8179200
4070.3,65756,8185800
4070.4,65788,8192400
4070.5,65820,8199000
4070.6,65852,8205600
4070.7,65884,8212200
4070.8,65916,8218800
4070.9,65948,8225400
4071.0,65980,8232000
4071.1,66012,8238600
4071.2,66044,8245200
4071.3,66076,8251800
4071.4,66108,8258400
4071.5,66140,8265000
4071.6,66174,8271600
4071.7,66208,8278200
4071.8,66242,8284800
4071.9,66276,8291400
4072.0,66310,8298000
4072.1,66340,8304600
4072.2,66370,8311200
4072.3,66400,8317800
4072.4,66430,8324400
4072.5,66460,8331000
4072.6,66488,8337800
4072.7,66516,8344600
4072.8,66544,8351400
4072.9,66572,8358200
4073.0,66600,8365000
4073.1,66626,8371600
4073.2,66652,8378200
4073.3,66678,8384800
4073.4,66704,8391400
4073.5,66730,8398000
4073.6,66756,8404600
4073.7,66782,8411200
4073.8,66808,8417800
4073.9,66834,8424400
4074.0,66860,8431000
4074.1,66884,8437800
4074.2,66908,8444600
4074.3,66932,8451400
4074.4,66956,8458200
4074.5,66980,8465000
4074.6,67004,8471600
4074.7,67028,8478200
4074.8,67052,8484800
4074.9,67076,8491400
4075.0,67100,8498000
4075.1,67126,8504800
4075.2,67152,8511600
4075.3,67178,8518400
4075.4,67204,8525200
4075.5,67230,8532000
4075.6,67254,8538800
4075.7,67278,8545600
4075.8,67302,8552400
4075.9,67326,8559200
4076.0,67350,8566000
4076.1,67378,8572600
4076.2,67406,8579200
4076.3,67434,8585800
4076.4,67462,8592400
4076.5,67490,8599000
4076.6,67518,8605800
4076.7,67546,8612600
4076.8,67574,8619400
4076.9,67602,8626200
4077.0,67630,8633000
4077.1,67660,8639800
4077.2,67690,8646600
4077.3,67720,8653400
4077.4,67750,8660200
4077.5,67780,8667000
4077.6,67814,8673800
4077.7,67848,8680600
4077.8,67882,8687400
4077.9,67916,8694200
4078.0,67950,8701000
4078.1,67986,8707800
4078.2,68022,8714600
4078.3,68058,8721400
4078.4,68094,8728200
4078.5,68130,8735000
4078.6,68168,8741800
4078.7,68206,8748600
4078.8,68244,8755400
4078.9,68282,8762200
4079.0,68320,8769000
4079.1,68358,8775800
4079.2,68396,8782600
4079.3,68434,8789400
4079.4,68472,8796200
4079.5,68510,8803000
4079.6,68548,8809800
4079.7,68586,8816600
4079.8,68624,8823400
4079.9,68662,8830200
4080.0,68700,8837000
4080.1,68738,8844000
4080.2,68776,8851000
4080.3,68814,8858000
4080.4,68852,8865000
4080.5,68890,8872000
4080.6,68928,8878800
4080.7,68966,8885600
4080.8,69004,8892400
4080.9,69042,8899200
4081.0,69080,8906000
4081.1,69120,8913000
4081.2,69160,8920000
4081.3,69200,8927000
4081.4,69240,8934000
4081.5,69280,8941000
4081.6,69320,8948000
4081.7,69360,8955000
4081.8,69400,8962000
4081.9,69440,8969000
4082.0,69480,8976000
4082.1,69520,8982800
4082.2,69560,8989600
4082.3,69600,8996400
4082.4,69640,9003200
4082.5,69680,9010000
4082.6,69716,9017000
4082.7,69752,9024000
4082.8,69788,9031000
4082.9,69824,9038000
4083.0,69860,9045000
4083.1,69892,9052000
4083.2,69924,9059000
4083.3,69956,9066000
4083.4,69988,9073000
4083.5,70020,9080000
4083.6,70056,9087000
4083.7,70092,9094000
4083.8,70128,9101000
4083.9,70164,9108000
4084.0,70200,9115000
4084.1,70238,9122000
4084.2,70276,9129000
4084.3,70314,9136000
4084.4,70352,9143000
4084.5,70390,9150000
4084.6,70424,9157200
4084.7,70458,9164400
4084.8,70492,9171600
4084.9,70526,9178800
4085.0,70560,9186000
4085.1,70594,9193000
4085.2,70628,9200000
4085.3,70662,9207000
4085.4,70696,9214000
4085.5,70730,9221000
4085.6,70760,9228000
4085.7,70790,9235000
4085.8,70820,9242000
4085.9,70850,9249000
4086.0,70880,9256000
4086.1,70910,9263200
4086.2,70940,9270400
4086.3,70970,9277600
4086.4,71000,9284800
4086.5,71030,9292000
4086.6,71056,9299000
4086.7,71082,9306000
4086.8,71108,9313000
4086.9,71134,9320000
4087.0,71160,9327000
4087.1,71186,9334200
4087.2,71212,9341400
4087.3,71238,9348600
4087.4,71264,9355800
4087.5,71290,9363000
4087.6,71314,9370200
4087.7,71338,9377400
4087.8,71362,9384600
4087.9,71386,9391800
4088.0,71410,9399000
4088.1,71436,9406000
4088.2,71462,9413000
4088.3,71488,9420000
4088.4,71514,9427000
4088.5,71540,9434000
4088.6,71564,9441200
4088.7,71588,9448400
4088.8,71612,9455600
4088.9,71636,9462800
4089.0,71660,9470000
4089.1,71684,9477200
4089.2,71708,9484400
