Stage,Lake Area (acres),Volume
4089.3,71732,9491600
4089.4,71756,9498800
4089.5,71780,9506000
4089.6,71804,9513200
4089.7,71828,9520400
4089.8,71852,9527600
4089.9,71876,9534800
4090.0,71900,9542000
4090.1,71928,9549200
4090.2,71956,9556400
4090.3,71984,9563600
4090.4,72012,9570800
4090.5,72040,9578000
4090.6,72072,9585200
4090.7,72104,9592400
4090.8,72136,9599600
4090.9,72168,9606800
4091.0,72200,9614000
4091.1,72236,9621200
4091.2,72272,9628400
4091.3,72308,9635600
4091.4,72344,9642800
4091.5,72380,9650000
4091.6,72414,9657200
4091.7,72448,9664400
4091.8,72482,9671600
4091.9,72516,9678800
4092.0,72550,9686000
4092.1,72582,9693400
4092.2,72614,9700800
4092.3,72646,9708200
4092.4,72678,9715600
4092.5,72710,9723000
4092.6,72742,9730200
4092.7,72774,9737400
4092.8,72806,9744600
4092.9,72838,9751800
4093.0,72870,9759000
4093.1,72904,9766400
4093.2,72938,9773800
4093.3,72972,9781200
4093.4,73006,9788600
4093.5,73040,9796000
4093.6,73072,9803200
4093.7,73104,9810400
4093.8,73136,9817600
4093.9,73168,9824800
4094.0,73200,9832000
4094.1,73234,9839400
4094.2,73268,9846800
4094.3,73302,9854200
4094.4,73336,9861600
4094.5,73370,9869000
4094.6,73406,9876400
4094.7,73442,9883800
4094.8,73478,9891200
4094.9,73514,9898600
4095.0,73550,9906000
4095.1,73586,9913200
4095.2,73622,9920400
4095.3,73658,9927600
4095.4,73694,9934800
4095.5,73730,9942000
4095.6,73764,9949400
4095.7,73798,9956800
4095.8,73832,9964200
4095.9,73866,9971600
4096.0,73900,9979000
4096.1,73930,9986400
4096.2,73960,9993800
4096.3,73990,10001200
4096.4,74020,10008600
4096.5,74050,10016000
4096.6,74076,10023400
4096.7,74102,10030800
4096.8,74128,10038200
4096.9,74154,10045600
4097.0,74180,10053000
4097.1,74206,10060400
4097.2,74232,10067800
4097.3,74258,10075200
4097.4,74284,10082600
4097.5,74310,10090000
4097.6,74336,10097600
4097.7,74362,10105200
4097.8,74388,10112800
4097.9,74414,10120400
4098.0,74440,10128000
4098.1,74468,10135400
4098.2,74496,10142800
4098.3,74524,10150200
4098.4,74552,10157600
4098.5,74580,10165000
4098.6,74610,10172400
4098.7,74640,10179800
4098.8,74670,10187200
4098.9,74700,10194600
4099.0,74730,10202000
4099.1,74760,10209600
4099.2,74790,10217200
4099.3,74820,10224800
4099.4,74850,10232400
4099.5,74880,10240000
4099.6,74906,10247400
4099.7,74932,10254800
4099.8,74958,10262200
4099.9,74984,10269600
4100.0,75010,10277000
4100.1,75034,10284600
4100.2,75058,10292200
4100.3,75082,10299800
4100.4,75106,10307400
4100.5,75130,10315000
4100.6,75152,10322400
4100.7,75174,10329800
4100.8,75196,10337200
4100.9,75218,10344600
4101.0,75240,10352000
4101.1,75262,10359600
4101.2,75284,10367200
4101.3,75306,10374800
4101.4,75328,10382400
4101.5,75350,10390000
4101.6,75372,10397600
4101.7,75394,10405200
4101.8,75416,10412800
4101.9,75438,10420400
4102.0,75460,10428000
4102.1,75482,10435400
4102.2,75504,10442800
4102.3,75526,10450200
4102.4,75548,10457600
4102.5,75570,10465000
4102.6,75590,10472600
4102.7,75610,10480200
4102.8,75630,10487800
4102.9,75650,10495400
4103.0,75670,10503000
4103.1,75692,10510600
4103.2,75714,10518200
4103.3,75736,10525800
4103.4,75758,10533400
4103.5,75780,10541000
4103.6,75808,10548600
4103.7,75836,10556200
4103.8,75864,10563800
4103.9,75892,10571400
4104.0,75920,10579000
4104.1,75956,10586600
4104.2,75992,10594200
4104.3,76028,10601800
4104.4,76064,10609400
4104.5,76100,10617000
4104.6,76138,10624600
4104.7,76176,10632200
4104.8,76214,10639800
4104.9,76252,10647400
4105.0,76290,10655000
4105.1,76324,10662600
4105.2,76358,10670200
4105.3,76392,10677800
4105.4,76426,10685400
4105.5,76460,10693000
4105.6,76496,10700800
4105.7,76532,10708600
4105.8,76568,10716400
4105.9,76604,10724200
4106.0,76640,10732000
4106.1,76674,10739600
4106.2,76708,10747200
4106.3,76742,10754800
4106.4,76776,10762400
4106.5,76810,10770000
4106.6,76844,10777600
4106.7,76878,10785200
4106.8,76912,10792800
4106.9,76946,10800400
4107.0,76980,10808000
4107.1,77014,10815800
4107.2,77048,10823600
4107.3,77082,10831400
4107.4,77116,10839200
4107.5,77150,10847000
4107.6,77184,10854800
4107.7,77218,10862600
4107.8,77252,10870400
4107.9,77286,10878200
4108.0,77320,10886000
4108.1,77354,10893600
4108.2,77388,10901200
4108.3,77422,10908800
4108.4,77456,10916400
4108.5,77490,10924000
4108.6,77526,10931800
4108.7,77562,10939600
4108.8,77598,10947400
4108.9,77634,10955200
4109.0,77670,10963000
4109.1,77706,10970800
4109.2,77742,10978600
4109.3,77778,10986400
4109.4,77814,10994200
4109.5,77850,11002000
4109.6,77886,11009800
4109.7,77922,11017600
4109.8,77958,11025400
4109.9,77994,11033200
4110.0,78030,11041000
4110.1,78064,11048800
4110.2,78098,11056600
4110.3,78132,11064400
4110.4,78166,11072200
4110.5,78200,11080000
4110.6,78234,11087800
4110.7,78268,11095600
4110.8,78302,11103400
4110.9,78336,11111200
4111.0,78370,11119000
4111.1,78400,11126800
4111.2,78430,11134600
4111.3,78460,11142400
4111.4,78490,11150200
4111.5,78520,11158000
4111.6,78548,11166000
4111.7,78576,11174000
4111.8,78604,11182000
4111.9,78632,11190000
4112.0,78660,11198000
4112.1,78688,11205800
4112.2,78716,11213600
4112.3,78744,11221400
4112.4,78772,11229200
4112.5,78800,11237000
4112.6,78828,11244800
4112.7,78856,11252600
4112.8,78884,11260400
4112.9,78912,11268200
4113.0,78940,11276000
4113.1,78966,11284000
4113.2,78992,11292000
4113.3,79018,11300000
4113.4,79044,11308000
4113.5,79070,11316000
4113.6,79098,11323800
4113.7,79126,11331600
4113.8,79154,11339400
4113.9,79182,11347200
4114.0,79210,11355000
4114.1,79242,11363000
4114.2,79274,11371000
4114.3,79306,11379000
4114.4,79338,11387000
4114.5,79370,11395000
4114.6,79402,11403000
4114.7,79434,11411000
4114.8,79466,11419000
4114.9,79498,11427000
4115.0,79530,11435000
4115.1,79562,11443000
4115.2,79594,11451000
4115.3,79626,11459000
4115.4,79658,11467000
4115.5,79690,11475000
4115.6,79724,11482800
4115.7,79758,11490600
4115.8,79792,11498400
4115.9,79826,11506200
4116.0,79860,11514000
4116.1,79894,11522000
4116.2,79928,11530000
4116.3,79962,11538000
4116.4,79996,11546000
4116.5,80030,11554000
4116.6,80066,11562000
4116.7,80102,11570000
4116.8,80138,11578000
4116.9,80174,11586000
4117.0,80210,11594000
4117.1,80246,11602200
4117.2,80282,11610400
4117.3,80318,11618600
4117.4,80354,11626800
4117.5,80390,11635000
4117.6,80428,11643000
4117.7,80466,11651000
4117.8,80504,11659000
4117.9,80542,11667000
4118.0,80580,11675000
4118.1,80616,11683000
4118.2,80652,11691000
4118.3,80688,11699000
4118.4,80724,11707000
4118.5,80760,11715000
4118.6,80798,11723200
4118.7,80836,11731400
4118.8,80874,11739600
4118.9,80912,11747800
4119.0,80950,11756000
4119.1,80988,11764000
4119.2,81026,11772000
4119.3,81064,11780000
4119.4,81102,11788000
4119.5,81140,11796000
4119.6,81184,11804200
4119.7,81228,11812400
4119.8,81272,11820600
4119.9,81316,11828800
4120.0,81360,11837000
